DATAFLOW,LAST_UPDATE,freq,unit,hhtyp,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Estonia,2011,96.00,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Estonia,2012,97.34,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Estonia,2013,95.55,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Estonia,2014,98.66,b
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Estonia,2015,99.05,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Estonia,2016,99.46,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Estonia,2017,99.67,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Estonia,2018,99.32,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Estonia,2019,99.72,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Estonia,2020,99.48,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Estonia,2021,99.88,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Estonia,2022,99.71,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Estonia,2023,100.00,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2002,14.75,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2003,18.83,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2004,13.52,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2005,26.27,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2006,29.88,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2007,33.67,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2008,44.49,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2009,55.07,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2010,68.20,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2011,71.03,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2012,77.99,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2013,79.72,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2014,81.55,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2015,83.65,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2016,87.56,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2017,88.63,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2018,94.24,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2019,94.91,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2020,94.26,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2021,98.64,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2022,96.36,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Greece,2023,97.88,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2005,45.86,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2006,51.54,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2007,58.64,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2008,67.88,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2009,70.76,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2010,75.36,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2011,80.04,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2012,82.13,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2013,84.55,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2014,88.92,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2015,93.48,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2016,96.35,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2017,94.83,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2018,95.74,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2019,98.75,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2020,99.61,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2021,99.68,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2022,99.44,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Spain,2023,99.72,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 15 countries (1995-2004),2002,52.32,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 15 countries (1995-2004),2003,53.37,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 15 countries (1995-2004),2004,63.76,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 15 countries (1995-2004),2005,64.33,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 15 countries (1995-2004),2006,68.60,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 15 countries (1995-2004),2007,73.37,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 15 countries (1995-2004),2008,79.90,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 15 countries (1995-2004),2009,83.29,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 15 countries (1995-2004),2010,87.72,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 15 countries (1995-2004),2011,91.04,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 15 countries (1995-2004),2012,92.02,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 15 countries (1995-2004),2013,92.37,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 15 countries (1995-2004),2014,94.06,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 15 countries (1995-2004),2015,95.77,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 15 countries (1995-2004),2016,96.56,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 15 countries (1995-2004),2017,96.88,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 15 countries (1995-2004),2018,97.72,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 25 countries (2004-2006),2004,52.18,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 25 countries (2004-2006),2005,56.04,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 25 countries (2004-2006),2006,62.21,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 25 countries (2004-2006),2007,68.91,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 25 countries (2004-2006),2008,75.27,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 25 countries (2004-2006),2009,81.81,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 25 countries (2004-2006),2010,86.30,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2004,50.48,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2005,56.04,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2006,57.30,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2007,64.02,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2008,70.23,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2009,77.53,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2010,81.88,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2011,86.61,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2012,89.01,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2013,89.83,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2014,92.18,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2015,94.31,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2016,95.43,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2017,96.39,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2018,97.25,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (from 2020),2007,63.26,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (from 2020),2008,69.08,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (from 2020),2009,76.89,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (from 2020),2010,81.16,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (from 2020),2011,85.43,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (from 2020),2012,88.22,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (from 2020),2013,89.72,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (from 2020),2014,91.56,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (from 2020),2015,93.76,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (from 2020),2016,95.15,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (from 2020),2017,96.37,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (from 2020),2018,96.99,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (from 2020),2019,97.77,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (from 2020),2020,98.33,e
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (from 2020),2021,98.90,b
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (from 2020),2022,98.95,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 27 countries (from 2020),2023,99.05,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2007,63.93,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2008,70.08,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2009,77.37,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2010,81.84,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2011,86.57,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2012,89.03,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2013,89.87,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2014,92.10,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2015,94.26,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2016,95.45,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2017,96.37,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2018,97.25,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2019,97.99,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2002,71.36,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2003,83.46,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2004,92.45,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2005,86.26,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2006,94.67,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2007,96.74,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2008,98.17,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2009,99.24,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2010,100.00,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2011,100.00,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2012,99.78,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2013,99.43,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2014,99.28,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2015,99.41,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2016,98.05,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2017,99.56,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2018,100.00,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2019,100.00,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2020,100.00,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2021,100.00,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2022,100.00,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Finland,2023,100.00,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2002,19.17,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2003,28.23,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2006,45.36,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2007,71.97,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2008,86.09,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2009,85.65,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2010,93.73,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2011,96.21,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2012,95.30,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2013,97.09,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2014,95.02,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2015,95.59,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2016,97.67,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2017,98.10,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2018,97.13,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2019,98.04,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2021,99.10,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2022,99.04,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,France,2023,98.90,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Croatia,2007,58.36,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Croatia,2008,61.60,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Croatia,2009,67.12,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Croatia,2010,79.54,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Croatia,2011,83.98,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Croatia,2012,90.02,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Croatia,2013,92.66,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Croatia,2014,86.85,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Croatia,2015,91.59,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Croatia,2016,96.34,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Croatia,2017,95.25,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Croatia,2018,97.46,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Croatia,2019,97.57,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Croatia,2020,97.31,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Croatia,2021,99.25,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Croatia,2022,98.65,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Croatia,2023,99.43,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Hungary,2004,22.91,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Hungary,2005,29.23,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Hungary,2006,40.40,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Hungary,2007,53.84,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Hungary,2008,63.04,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Three or more adults with dependent children,Hungary,2009,72.92,
